opponent,game_date,stint_num,uww_lineup,opp_lineup,start_event_order,end_event_order,end_uww_score,end_opp_score,start_prev_uww_score,start_prev_opp_score,stint_seconds,n_events,uww_margin_change,stint_minutes
Alma Scots,2025-12-20,13,"Collin Madson, Darius Chestnut, Joey Berezowitz, Luke Bara, Richie Warren","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Logan St. Martin",172,192,35.0,26.0,28.0,24.0,109.0,21,5.0,1.82
Alma Scots,2025-12-20,14,"Collin Madson, Darius Chestnut, Joey Berezowitz, Luke Bara, Richie Warren","Elijah Sykes, Josh Elliott, Joss Bradley, Korbin Heitzman, Logan St. Martin",193,194,35.0,26.0,35.0,26.0,0.0,2,0.0,0.0
Alma Scots,2025-12-20,15,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Elijah Sykes, Josh Elliott, Joss Bradley, Korbin Heitzman, Logan St. Martin",195,218,39.0,32.0,35.0,26.0,109.0,24,-2.0,1.82
Alma Scots,2025-12-20,16,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Elijah Sykes, Josh Elliott, Korbin Heitzman, Preston Malpass, Raine Rodich",219,219,39.0,32.0,39.0,32.0,0.0,1,0.0,0.0
Alma Scots,2025-12-20,17,"Collin Madson, Darius Chestnut, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Elijah Sykes, Josh Elliott, Korbin Heitzman, Preston Malpass, Raine Rodich",220,230,42.0,32.0,39.0,32.0,78.0,11,3.0,1.3
Alma Scots,2025-12-20,18,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Donovan Collins, Josh Elliott, Korbin Heitzman, Logan St. Martin, Raine Rodich",233,272,52.0,37.0,42.0,32.0,262.0,40,5.0,4.37
Alma Scots,2025-12-20,19,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Logan St. Martin",273,286,54.0,39.0,52.0,37.0,58.0,14,0.0,0.97
Alma Scots,2025-12-20,20,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Elijah Sykes, Josh Elliott, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi",287,301,58.0,42.0,54.0,39.0,81.0,15,1.0,1.35
Alma Scots,2025-12-20,21,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Elijah Sykes, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi, Preston Malpass",302,308,58.0,42.0,58.0,42.0,32.0,7,0.0,0.53
Alma Scots,2025-12-20,22,"Collin Madson, Joey Berezowitz, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Elijah Sykes, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi, Preston Malpass",309,315,61.0,42.0,58.0,42.0,40.0,7,3.0,0.67
Alma Scots,2025-12-20,23,"Collin Madson, Joey Berezowitz, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Donovan Collins, Elijah Sykes, Joss Bradley, Luciano Guerrazzi, Preston Malpass",316,328,61.0,45.0,61.0,42.0,82.0,13,-3.0,1.37
Alma Scots,2025-12-20,24,"Darius Chestnut, Jake Quast, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Donovan Collins, Elijah Sykes, Joss Bradley, Luciano Guerrazzi, Preston Malpass",329,336,61.0,45.0,61.0,45.0,35.0,8,0.0,0.58
Alma Scots,2025-12-20,25,"Darius Chestnut, Jake Quast, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Joss Bradley, Luciano Guerrazzi, Preston Malpass",337,353,65.0,48.0,61.0,45.0,87.0,17,1.0,1.45
Alma Scots,2025-12-20,26,"Darius Chestnut, Jake Quast, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Korbin Heitzman, Luciano Guerrazzi, Raine Rodich",354,358,65.0,48.0,65.0,48.0,2.0,5,0.0,0.03
Alma Scots,2025-12-20,27,"Darius Chestnut, Jake Quast, Joey Berezowitz, Luke Bara, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Korbin Heitzman, Preston Malpass, Raine Rodich",359,363,67.0,48.0,65.0,48.0,18.0,5,2.0,0.3
Alma Scots,2025-12-20,28,"Darius Chestnut, Jake Quast, Joey Berezowitz, Kelton McEwen, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Korbin Heitzman, Preston Malpass, Raine Rodich",364,375,71.0,52.0,67.0,48.0,94.0,12,0.0,1.57
Alma Scots,2025-12-20,29,"Darius Chestnut, Jake Quast, Joey Berezowitz, Kelton McEwen, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Korbin Heitzman, Logan St. Martin, Raine Rodich",376,398,78.0,54.0,71.0,52.0,147.0,23,5.0,2.45
Alma Scots,2025-12-20,30,"Darius Chestnut, Jake Quast, Joey Berezowitz, Kelton McEwen, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Logan St. Martin",399,400,78.0,54.0,78.0,54.0,0.0,2,0.0,0.0
Alma Scots,2025-12-20,31,"Darius Chestnut, Isaiah Robinson, Jake Quast, Kelton McEwen, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Logan St. Martin",401,413,78.0,55.0,78.0,54.0,33.0,13,-1.0,0.55
Alma Scots,2025-12-20,32,"Darius Chestnut, Isaiah Robinson, Jake Quast, Kelton McEwen, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi",414,417,78.0,55.0,78.0,55.0,0.0,4,0.0,0.0
Alma Scots,2025-12-20,33,"Agape Keyes Jr., Darius Chestnut, Isaiah Robinson, Rashad Rogers, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi",418,423,80.0,55.0,78.0,55.0,16.0,6,2.0,0.27
Alma Scots,2025-12-20,34,"Agape Keyes Jr., Isaiah Robinson, Rashad Rogers, Trent Grunewald, Tyshawn Teague-Johnson","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi",424,429,83.0,55.0,80.0,55.0,8.0,6,3.0,0.13
Alma Scots,2025-12-20,35,"Agape Keyes Jr., Isaiah Robinson, Mauryon Turner, Rashad Rogers, Trent Grunewald","Donovan Collins, Josh Elliott, Joss Bradley, Korbin Heitzman, Luciano Guerrazzi",430,463,90.0,61.0,83.0,55.0,189.0,34,1.0,3.15
Aurora Spartans,2025-11-19,1,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",1,22,5.0,6.0,0.0,0.0,149.0,22,-1.0,2.48
Aurora Spartans,2025-11-19,2,"Brock Marino, Collin Madson, JR Lukenbill, Joey Berezowitz, Luke Bara","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",23,30,5.0,8.0,5.0,6.0,44.0,8,-2.0,0.73
Aurora Spartans,2025-11-19,3,"Brock Marino, Collin Madson, JR Lukenbill, Joey Berezowitz, Luke Bara","Devon Richardson, Gevon Grant, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",31,46,8.0,10.0,5.0,8.0,101.0,16,1.0,1.68
Aurora Spartans,2025-11-19,4,"Brock Marino, Collin Madson, JR Lukenbill, Joey Berezowitz, Luke Bara","Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",47,51,8.0,10.0,8.0,10.0,0.0,5,0.0,0.0
Aurora Spartans,2025-11-19,5,"Collin Madson, Joey Berezowitz, Luke Bara, Rashad Rogers, Richie Warren","Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",52,56,10.0,12.0,8.0,10.0,65.0,5,0.0,1.08
Aurora Spartans,2025-11-19,6,"Collin Madson, Joey Berezowitz, Luke Bara, Rashad Rogers, Richie Warren","Cullen Rauls, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",57,61,10.0,12.0,10.0,12.0,15.0,5,0.0,0.25
Aurora Spartans,2025-11-19,7,"Collin Madson, Joey Berezowitz, Luke Bara, Rashad Rogers, Richie Warren","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Robert Hutson",62,72,10.0,12.0,10.0,12.0,51.0,11,0.0,0.85
Aurora Spartans,2025-11-19,8,"Jake Quast, Joey Berezowitz, Luke Bara, Rashad Rogers, Richie Warren","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Robert Hutson",73,89,14.0,14.0,10.0,12.0,55.0,17,2.0,0.92
Aurora Spartans,2025-11-19,9,"Brock Marino, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Robert Hutson",90,91,14.0,14.0,14.0,14.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,10,"Brock Marino, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren","Cullen Rauls, Gevon Grant, Jeffery Hillmer, Larry Carthan, Mekhi Doby",92,102,17.0,14.0,14.0,14.0,51.0,11,3.0,0.85
Aurora Spartans,2025-11-19,11,"Brock Marino, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren","Cullen Rauls, Jeffery Hillmer, Larry Carthan, Mekhi Doby, Zerrick Johnson",103,121,21.0,16.0,17.0,14.0,99.0,19,2.0,1.65
Aurora Spartans,2025-11-19,12,"Brock Marino, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren","Cullen Rauls, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",122,123,21.0,16.0,21.0,16.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,13,"Brock Marino, Darius Chestnut, Jake Quast, Luke Bara, Richie Warren","Cullen Rauls, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",124,128,21.0,16.0,21.0,16.0,21.0,5,0.0,0.35
Aurora Spartans,2025-11-19,14,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Cullen Rauls, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",129,142,22.0,16.0,21.0,16.0,62.0,14,1.0,1.03
Aurora Spartans,2025-11-19,15,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Cullen Rauls, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",143,161,22.0,19.0,22.0,16.0,49.0,19,-3.0,0.82
Aurora Spartans,2025-11-19,16,"Brock Marino, Collin Madson, Darius Chestnut, Luke Bara, Richie Warren","Bryden Gryzmala, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",162,173,22.0,19.0,22.0,19.0,60.0,12,0.0,1.0
Aurora Spartans,2025-11-19,17,"Brock Marino, Collin Madson, JR Lukenbill, Joey Berezowitz, Kelton McEwen","Bryden Gryzmala, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",174,199,30.0,26.0,22.0,19.0,134.0,26,1.0,2.23
Aurora Spartans,2025-11-19,18,"Brock Marino, Collin Madson, JR Lukenbill, Joey Berezowitz, Kelton McEwen","Cullen Rauls, Isaiah Thompson, Jeffery Hillmer, Mekhi Doby, Robert Hutson",200,200,30.0,26.0,30.0,26.0,0.0,1,0.0,0.0
Aurora Spartans,2025-11-19,19,"Collin Madson, JR Lukenbill, Joey Berezowitz, Kelton McEwen, Rashad Rogers","Cullen Rauls, Isaiah Thompson, Jeffery Hillmer, Mekhi Doby, Robert Hutson",201,213,35.0,27.0,30.0,26.0,85.0,13,4.0,1.42
Aurora Spartans,2025-11-19,20,"Collin Madson, JR Lukenbill, Joey Berezowitz, Kelton McEwen, Rashad Rogers","Cullen Rauls, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",214,218,35.0,28.0,35.0,27.0,0.0,5,-1.0,0.0
Aurora Spartans,2025-11-19,21,"Collin Madson, Joey Berezowitz, Kelton McEwen, Rashad Rogers, Richie Warren","Cullen Rauls, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",219,230,37.0,28.0,35.0,28.0,61.0,12,2.0,1.02
Aurora Spartans,2025-11-19,22,"Collin Madson, Joey Berezowitz, Kelton McEwen, Rashad Rogers, Richie Warren","Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",231,239,43.0,28.0,37.0,28.0,91.0,9,6.0,1.52
Aurora Spartans,2025-11-19,23,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",242,266,53.0,33.0,43.0,28.0,180.0,25,5.0,3.0
Aurora Spartans,2025-11-19,24,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",267,272,55.0,33.0,53.0,33.0,27.0,6,2.0,0.45
Aurora Spartans,2025-11-19,25,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Mekhi Doby, Robert Hutson, Zerrick Johnson",273,292,55.0,37.0,55.0,33.0,111.0,20,-4.0,1.85
Aurora Spartans,2025-11-19,26,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Kelton McEwen","Cullen Rauls, Devon Richardson, Mekhi Doby, Robert Hutson, Zerrick Johnson",293,294,55.0,37.0,55.0,37.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,27,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Kelton McEwen","Devon Richardson, Gevon Grant, Mekhi Doby, Robert Hutson, Zerrick Johnson",295,301,57.0,39.0,55.0,37.0,37.0,7,0.0,0.62
Aurora Spartans,2025-11-19,28,"Brock Marino, Collin Madson, Isaac Verges, Kelton McEwen, Richie Warren","Devon Richardson, Gevon Grant, Mekhi Doby, Robert Hutson, Zerrick Johnson",302,308,59.0,39.0,57.0,39.0,51.0,7,2.0,0.85
Aurora Spartans,2025-11-19,29,"Collin Madson, Isaac Verges, Kelton McEwen, Rashad Rogers, Richie Warren","Devon Richardson, Gevon Grant, Mekhi Doby, Robert Hutson, Zerrick Johnson",309,313,59.0,40.0,59.0,39.0,5.0,5,-1.0,0.08
Aurora Spartans,2025-11-19,30,"Collin Madson, Joey Berezowitz, Kelton McEwen, Rashad Rogers, Richie Warren","Devon Richardson, Gevon Grant, Mekhi Doby, Robert Hutson, Zerrick Johnson",314,319,59.0,40.0,59.0,40.0,0.0,6,0.0,0.0
Aurora Spartans,2025-11-19,31,"Collin Madson, Joey Berezowitz, Kelton McEwen, Rashad Rogers, Richie Warren","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby",320,349,65.0,44.0,59.0,40.0,181.0,30,2.0,3.02
Aurora Spartans,2025-11-19,32,"Collin Madson, Joey Berezowitz, Kelton McEwen, Rashad Rogers, Richie Warren","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",350,358,66.0,48.0,65.0,44.0,41.0,9,-3.0,0.68
Aurora Spartans,2025-11-19,33,"Brock Marino, Collin Madson, Joey Berezowitz, Kelton McEwen, Richie Warren","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",359,360,66.0,48.0,66.0,48.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,34,"Brock Marino, Collin Madson, Joey Berezowitz, Kelton McEwen, Richie Warren","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",361,363,66.0,48.0,66.0,48.0,1.0,3,0.0,0.02
Aurora Spartans,2025-11-19,35,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Richie Warren","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",364,371,68.0,52.0,66.0,48.0,43.0,8,-2.0,0.72
Aurora Spartans,2025-11-19,36,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Richie Warren","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",372,384,70.0,54.0,68.0,52.0,66.0,13,0.0,1.1
Aurora Spartans,2025-11-19,37,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",385,386,70.0,54.0,70.0,54.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,38,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",387,397,70.0,57.0,70.0,54.0,29.0,11,-3.0,0.48
Aurora Spartans,2025-11-19,39,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",398,408,70.0,59.0,70.0,57.0,74.0,11,-2.0,1.23
Aurora Spartans,2025-11-19,40,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",409,423,70.0,64.0,70.0,59.0,87.0,15,-5.0,1.45
Aurora Spartans,2025-11-19,41,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",424,425,70.0,64.0,70.0,64.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,42,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",426,436,72.0,66.0,70.0,64.0,43.0,11,0.0,0.72
Aurora Spartans,2025-11-19,43,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",437,443,72.0,66.0,72.0,66.0,39.0,7,0.0,0.65
Aurora Spartans,2025-11-19,44,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",444,463,75.0,70.0,72.0,66.0,77.0,20,-1.0,1.28
Aurora Spartans,2025-11-19,45,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",464,467,75.0,70.0,75.0,70.0,0.0,4,0.0,0.0
Aurora Spartans,2025-11-19,46,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",468,472,77.0,70.0,75.0,70.0,0.0,5,2.0,0.0
Aurora Spartans,2025-11-19,47,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",473,476,77.0,70.0,77.0,70.0,0.0,4,0.0,0.0
Aurora Spartans,2025-11-19,48,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",477,482,77.0,71.0,77.0,70.0,11.0,6,-1.0,0.18
Aurora Spartans,2025-11-19,49,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",483,486,77.0,71.0,77.0,71.0,0.0,4,0.0,0.0
Aurora Spartans,2025-11-19,50,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",487,493,78.0,71.0,77.0,71.0,11.0,7,1.0,0.18
Aurora Spartans,2025-11-19,51,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",494,501,80.0,71.0,78.0,71.0,15.0,8,2.0,0.25
Aurora Spartans,2025-11-19,52,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",502,503,80.0,71.0,80.0,71.0,0.0,2,0.0,0.0
Aurora Spartans,2025-11-19,53,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",504,511,82.0,73.0,80.0,71.0,16.0,8,0.0,0.27
Aurora Spartans,2025-11-19,54,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",512,513,82.0,73.0,82.0,73.0,4.0,2,0.0,0.07
Carroll (WI) Pioneers,2025-12-13,1,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Evan Bland, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",1,35,7.0,8.0,0.0,0.0,230.0,35,-1.0,3.83
Carroll (WI) Pioneers,2025-12-13,2,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",36,53,7.0,10.0,7.0,8.0,44.0,18,-2.0,0.73
Carroll (WI) Pioneers,2025-12-13,3,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Rashad Rogers","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",54,54,7.0,10.0,7.0,10.0,0.0,1,0.0,0.0
Carroll (WI) Pioneers,2025-12-13,4,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Rashad Rogers","Dennis Estepp, Jacob Naber, Jimmy Tarjan, Lamar Smith, Peyton McKenna",55,70,9.0,14.0,7.0,10.0,120.0,16,-2.0,2.0
Carroll (WI) Pioneers,2025-12-13,5,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Rashad Rogers","Dennis Estepp, Jacob Naber, Jimmy Tarjan, Lamar Smith, Peyton McKenna",71,72,9.0,14.0,9.0,14.0,0.0,2,0.0,0.0
Carroll (WI) Pioneers,2025-12-13,6,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Rashad Rogers","Dennis Estepp, Greg Smith, Jimmy Tarjan, Michael McNabb, Peyton McKenna",73,96,15.0,14.0,9.0,14.0,136.0,24,6.0,2.27
Carroll (WI) Pioneers,2025-12-13,7,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Rashad Rogers","Dennis Estepp, Greg Smith, Jimmy Tarjan, Michael McNabb, Peyton McKenna",97,102,15.0,14.0,15.0,14.0,0.0,6,0.0,0.0
Carroll (WI) Pioneers,2025-12-13,8,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Rashad Rogers","Dennis Estepp, Evan Bland, Jacob Naber, Lamar Smith, Michael McNabb",103,113,15.0,14.0,15.0,14.0,75.0,11,0.0,1.25
Carroll (WI) Pioneers,2025-12-13,9,"Brock Marino, JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen","Dennis Estepp, Evan Bland, Jacob Naber, Lamar Smith, Michael McNabb",114,116,15.0,14.0,15.0,14.0,14.0,3,0.0,0.23
Carroll (WI) Pioneers,2025-12-13,10,"Brock Marino, JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen","Cai Joseph, Dennis Estepp, Evan Bland, Jacob Naber, Lamar Smith",117,125,15.0,18.0,15.0,14.0,85.0,9,-4.0,1.42
